time,PalmTurnRight,PalmTurnLeft,PalmUp,PalmDown,PalmTiltLeft,PalmTiltRight,Thumb_Curl,Thumb_Flexion,Thumb_Abduction,Index_Curl,Index_Flexion,Index_Abduction,Index_Opposition,Middle_Curl,Middle_Flexion,Middle_Abduction,Middle_Opposition,Ring_Curl,Ring_Flexion,Ring_Abduction,Ring_Opposition,Pinky_Curl,Pinky_Flexion,Pinky_Opposition
0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0.2640023,,0.4056768,,0.7453142,,0.1553567,,,,,,,,,,,,,,,,,,
0.5261488,,0.2149604,,0.7249447,,0.1263977,,,,,,,,,,,,,,,,,,
0.7890602,0.07931364,,,0.7294786,,0.1155465,,,,,,,,,,,,,,,,,,
1.05048,0.04923851,,,0.09046062,0.3559278,,,,,,,,,,,,,,,,,,,
1.302142,0.02808732,,,0.3354589,0.2815193,,,,,,,,,,,,,,,,,,,
1.563165,0.003069396,,,0.2932191,0.3158607,,,,,,,,,,,,,,,,,,,
1.830324,0.1240738,,,0.1713204,0.3355449,,,,,,,,,,,,,,,,,,,
2.080835,0.1886557,,,0.01610771,0.5666491,,,,,,,,,,,,,,,,,,,
2.347509,0.2639531,,0.3135044,,,0.245917,,,,,,,,,,,,,,,,,,
2.604504,0.3569885,,0.8407907,,,0.04192445,,,,,,,,,,,,,,,,,,
2.875246,0.6147978,,0.8070613,,,0.2123743,,,,,,,,,,,,,,,,,,
3.135545,0.5970749,,0.7197194,,,0.2354878,,,,,,,,,,,,,,,,,,
3.387999,0.4342411,,0.3248264,,,0.1840489,,,,,,,,,,,,,,,,,,
3.647075,0.3408025,,,0.08549413,0.03287369,,,,,,,,,,,,,,,,,,,
3.924063,0.2338718,,,0.4650779,,0.007098712,,,,,,,,,,,,,,,,,,
4.180848,0.1071098,,,0.6472222,,0.05347325,,,,,,,,,,,,,,,,,,
4.435813,0.1589682,,,0.6420003,,0.04918495,,,,,,,,,,,,,,,,,,
4.688773,0.1761037,,,0.6446984,,0.05130688,,,,,,,,,,,,,,,,,,
4.943214,0.1764286,,,0.6495761,,0.05126491,,,,,,,,,,,,,,,,,,
5.301495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
